stop_id,stop_name,stop_lat,stop_lon,zone
4561,MASJID JABAL AL-ALA 1,6.632275,100.209411,
4562,BATU 15A PERLIS,6.635694,100.21105,
4563,BATU 15A 1,6.635694,100.21105,
4564,KLINIK KESIHATAN KAKI BUKIT PERLIS cp,6.642319,100.21055,
4565,KPJ KANGAR CP,6.433728,100.187464,
4566,KG BEHOR TEMAK,6.427794,100.184919,
4567,PERTUBUHAN PELADANG,6.399903,100.182403,
4568,SMK SYED ALWI,6.395089,100.182589,
4569,KG BEHOR LATEH,6.39275,100.182681,
4570,KG BEHOR MALI,6.383147,100.183067,
4571,SEK AGAMA AL-ISLAHIYAH,6.366486,100.184211,
4572,KG SG BUGIS,6.355842,100.18655,
4573,BALAI POLIS SIMPANG EMPAT,6.344397,100.191194,
4574,KOMPLEKS SIMPANG EMPAT MPK,6.340753,100.192511,
4575,SIMPANG UNIMAP,6.33635,100.193392,
4576,SHELL SIMPANG EMPAT,6.334494,100.193058,
4577,SG PADANG,6.328153,100.194422,
4578,PERMATANG BONGOR,6.318278,100.199614,
4579,TOK PULAU,6.305503,100.2066,
4580,SIMPANG KUALA SANGLANG / MASJID AL-MAGHFIRAH,6.302247,100.208567,
4581,SMK SANGLANG,6.297836,100.206356,
4582,SIMPANG TIGA SG BARU,6.292928,100.204083,
4583,SK SANGLANG,6.286089,100.201303,
4584,SIMPANG TIGA PADANG KERIA,6.285006,100.200825,
4585,MASJID SIMPANG SANGLANG,6.281806,100.200219,
4586,JALAN SEPAKAT,6.276992,100.200189,
4587,KLINIK KESIHATAN KUALA SANGLANG 1,6.263278,100.195447,
4588,JALAN SEPAKAT 1,6.276992,100.200189,
4589,MASJID SIMPANG SANGLANG 1,6.281806,100.200219,
4590,SIMPANG TIGA PADANG KERIA 1,6.285006,100.200825,
4591,SK SANGLANG 1,6.286089,100.201303,
4592,SIMPANG TIGA SG BARU 1,6.293181,100.20415,
4593,SMK SANGLANG 1,6.297836,100.206356,
4594,SK SANGLANG KEDAH,6.283425,100.216586,
4595,KLINIK DESA SANGLANG KEDAH,6.280831,100.217639,
4596,PEKAN KERPAN,6.258678,100.229039,
4597,SMK AYER ITAM,6.256625,100.231275,
4598,AYER ITAM,6.242389,100.242303,
4599,MEDAN SELERA AYER ITAM,6.235889,100.249328,
4600,PARIT ALOR CHANGILEH,6.226369,100.252414,
4601,SIMPANG SG KOROK,6.224697,100.260442,
4602,KG JERLUN,6.218561,100.266158,
4603,SMK JERLUN,6.214539,100.268336,
4604,KG KELOMPANG,6.200208,100.279481,
4605,MASJID AL-MAHMUDI,6.164347,100.309944,
4606,KG PADANG LALANG,6.154908,100.317761,
4607,PEKAN KECIL KUALA SUNGAI,6.150906,100.321044,
4608,KLINIK KESIHATAN JALAN PUTRA,6.135611,100.342114,
4609,TMN SELAYANG,6.136133,100.343242,
4610,SMKA KEDAH,6.140225,100.346122,
4611,MASJID AL-HIDAYAH,6.371558,100.183364,
4612,SK BEHOR MALI,6.369731,100.183511,
4613,KLINIK KESIHATAN KUALA SANGLANG,6.263175,100.195517,
4614,SJKC CHIN HUN,6.261828,100.195706,
4615,MASJID KG SIMPANG EMPAT KUAR,6.191672,100.286769,
4616,KOMPLEKS PERNIAGAAN ALOR JAGGUS,6.169828,100.306517,
4618,KOMPLEKS PERNIAGAAN MERGONG JAYA,6.140397,100.336325,
4640,TMN RAKYAT,6.142672,100.357272,
4641,DEWAN TMN WIRA,6.143122,100.362764,
4642,TMN PANDAN,6.143228,100.364119,
4643,BANK ISLAM,6.143447,100.366836,
4644,SG ANAK BUKIT,6.14365,100.369369,
4645,KFC STADIUM,6.134869,100.37315,
4646,RHB JALAN BADLI SHAH,6.119311,100.368783,
4647,PEKAN RABU,6.117322,100.367117,
4648,SMK SULTANAH ASMAA,6.119353,100.379989,
4649,MASJID AL BUKHARI,6.131231,100.388486,
4650,GIANT,6.133811,100.389861,
4651,TMN JAYA,6.136975,100.391103,
4652,TMN HIDAYAH,6.151581,100.399272,
4653,SMK HUTAN KAMPONG,6.154522,100.400058,
4654,TMN MAWAR,6.162761,100.402264,
4655,TMN CAHAYA,6.165447,100.402967,
4656,PASAR BASAH HUTAN KG,6.166928,100.403356,
4657,SK BOHOR,6.174144,100.405267,
4658,SMK KEPALA BATAS,6.185822,100.408431,
4659,KOLEJ TUDM,6.191575,100.409981,
4660,TUDM KEPALA BATAS,6.201186,100.412431,
4661,PEKAN KEPALA BATAS,6.204328,100.413258,
4662,TMN JALAI JAYA,6.210133,100.414833,
4663,KEM TOK JALAL,6.214561,100.415997,
4664,SMK TUNKU ANUM TUNKU ABDUL RAHMAN,6.219378,100.417278,
4665,KEM SULTAN ABDUL HALIM MUADZAM SHAH,6.225025,100.418764,
4666,SMK SULTAN ABDUL HALIM,6.229033,100.419589,
4667,TNB TANJUNG SEPAH,6.234389,100.419675,
4668,TANAH MERAH,6.239975,100.419733,
4669,YAWATA,6.241803,100.419731,
4670,SMK JITRA,6.260586,100.419933,
4671,SMK SERI MAHAWANGSA,6.272586,100.420119,
4672,HOSPITAL JITRA,6.278747,100.420181,
4673,MASJID SHARIFAH FATIMAH,6.285214,100.420203,
4674,SMK PAYA KEMUNTING,6.294697,100.420261,
4675,DEWAN WAWASAN,6.298858,100.420208,
4676,GANO,6.318689,100.420369,
4677,ASON,6.338814,100.420447,
4678,55 CAFE,6.351753,100.421636,
