shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
R1705027,2.5281644,101.7922354,6
R1705027,2.5346865,101.7950141,7
R1705027,2.5385102,101.7972779,8
R1705027,2.5399688,101.7981744,9
R1705027,2.5418142,101.7990428,10
R1705027,2.5442311,101.8007487,11
R1705027,2.5483094,101.8040049,12
R1705027,2.5500220,101.8051189,13
R1705027,2.5525718,101.8061416,14
R1705027,2.5557200,101.8070704,15
R1705027,2.5584917,101.8092245,16
R1705027,2.5604156,101.8122178,17
R1705027,2.5640794,101.8161285,18
R1705027,2.5655382,101.8201256,19
R1705027,2.5656694,101.8216367,20
R1705027,2.5675145,101.8279432,21
R1705027,2.5708669,101.8307084,22
R1705027,2.5730198,101.8325145,23
R1705027,2.5769393,101.8353730,24
R1705027,2.5771679,101.8371195,25
R1705027,2.5771659,101.8392578,26
R1705027,2.5795473,101.8446565,27
R1705027,2.5817284,101.8473655,28
R1705027,2.5850009,101.8535971,29
R1705027,2.5893710,101.8544800,30
R1705027,2.5996862,101.8571341,31
R1705027,2.6027890,101.8621069,32
R1705027,2.6090117,101.8705833,33
R1705027,2.6103004,101.8741238,34
R1705027,2.6148595,101.8745196,35
R1705027,2.6185172,101.8749011,36
R1705027,2.6209501,101.8751049,37
R1705027,2.6354671,101.8894118,38
R1705027,2.6417314,101.8975765,39
R1705027,2.6442982,101.9036973,40
R1705027,2.6513568,101.9077736,41
R1705027,2.6539546,101.9091100,42
R1705027,2.6574216,101.9113791,43
R1705027,2.6659472,101.9177359,44
R1705027,2.6675709,101.9185245,45
R1705027,2.6701644,101.9199568,46
R1705027,2.6801903,101.9281107,47
R1705027,2.6821301,101.9286096,48
R1705027,2.7010063,101.9396031,49
R1705027,2.7060075,101.9406474,50
R1705027,2.7087254,101.9414035,51
R1705027,2.7146657,101.9425874,52
R1705027,2.7188195,101.9413608,53
R1705027,2.7228809,101.9376292,54
R1705027,2.7215201,101.9371551,55
R1705028,2.7215201,101.9371551,1
R1705028,2.7234974,101.9409853,2
R1705028,2.7221554,101.9413501,3
R1705028,2.7198858,101.9430077,4
R1705028,2.7146657,101.9425874,5
R1705028,2.7059700,101.9407815,6
R1705028,2.7010063,101.9396031,7
R1705028,2.6821301,101.9286096,8
R1705028,2.6801903,101.9281107,9
R1705028,2.6702341,101.9200105,10
R1705028,2.6681067,101.9189054,11
R1705028,2.6654060,101.9175804,12
R1705028,2.6574216,101.9113791,13
R1705028,2.6539546,101.9091100,14
R1705028,2.6513568,101.9077736,15
R1705028,2.6450538,101.9037080,16
R1705028,2.6417314,101.8975765,17
R1705028,2.6354671,101.8894118,18
R1705028,2.6209501,101.8751049,19
R1705028,2.6185172,101.8749011,20
R1705028,2.6148595,101.8745196,21
R1705028,2.6103004,101.8741238,22
R1705028,2.6073280,101.8739784,23
R1705028,2.6033557,101.8735720,24
R1705028,2.5976284,101.8739462,25
R1705028,2.5960127,101.8739435,26
R1705028,2.5863746,101.8705881,27
R1705028,2.5871704,101.8645397,28
R1705028,2.5876684,101.8601925,29
R1705028,2.5849509,101.8553943,30
R1705028,2.5816748,101.8475694,31
R1705028,2.5800028,101.8446565,32
R1705028,2.5771659,101.8392578,33
R1705028,2.5769857,101.8371195,34
R1705028,2.5769393,101.8353730,35
R1705028,2.5730198,101.8325145,36
R1705028,2.5708669,101.8307084,37
R1705028,2.5675145,101.8279432,38
R1705028,2.5656694,101.8216367,39
R1705028,2.5655382,101.8201256,40
R1705028,2.5640794,101.8161285,41
R1705028,2.5605603,101.8126899,42
R1705028,2.5585935,101.8096536,43
R1705028,2.5557200,101.8070704,44
R1705028,2.5525718,101.8061416,45
R1705028,2.5500220,101.8051189,46
R1705028,2.5479932,101.8038976,47
R1705028,2.5441239,101.8015051,48
R1705028,2.5418142,101.7990428,49
R1705028,2.5399688,101.7981744,50
R1705028,2.5385102,101.7972779,51
R1705028,2.5348473,101.7951751,52
R1705028,2.5281644,101.7922354,53
R1705028,2.5254580,101.7925948,54
R1705028,2.5241491,101.7941821,55
R1705028,2.5239413,101.7963392,56
R1705030,2.7215201,101.9371551,1
R1705030,2.7234974,101.9409853,2
R1705030,2.7221554,101.9413501,3
R1705030,2.7198858,101.9430077,4
R1705030,2.7168958,101.9457060,5
R1705030,2.7143131,101.9512528,6
R1705030,2.7080223,101.9534898,7
R1705030,2.7050581,101.9528921,8
R1705030,2.7018573,101.9536630,9
R1705030,2.6975273,101.9487590,10
R1705030,2.6941887,101.9451535,11
R1705030,2.6914401,101.9422788,12
R1705030,2.6899428,101.9422352,13
R1705030,2.6878798,101.9424444,14
R1705030,2.6842281,101.9423889,15
R1705030,2.6815835,101.9480020,16
R1705030,2.6775482,101.9483929,17
R1705030,2.6759221,101.9483737,18
