shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
SHP_30403_1,1.519139,110.329281,10

SHP_30403_1,1.521283,110.3352,11

SHP_30403_1,1.522656,110.338933,12

SHP_30403_1,1.5267416,110.341313,13

SHP_30403_1,1.5316402,110.3417589,14

SHP_30403_1,1.5343815,110.3412533,15

SHP_30403_1,1.534614,110.341153,16

SHP_30403_1,1.53986,110.341538,17

SHP_30403_1,1.542892,110.341134,18

SHP_30403_1,1.550425,110.337653,19

SHP_30403_1,1.557719,110.342517,20

SHP_30404_1,1.417972,110.154792,1

SHP_30404_1,1.421136,110.170694,2

SHP_30404_1,1.421817,110.182797,3

SHP_30404_1,1.422189,110.189231,4

SHP_30404_1,1.427542,110.192956,5

SHP_30404_1,1.441881,110.227708,6

SHP_30404_1,1.450436,110.268272,7

SHP_30404_1,1.450292,110.276089,8

SHP_30404_1,1.452392,110.280475,9

SHP_30404_1,1.452186,110.282422,10

SHP_30404_1,1.453506,110.285969,11

SHP_30404_1,1.456189,110.297764,12

SHP_30404_1,1.459464,110.305406,13

SHP_30404_1,1.462486,110.312192,14

SHP_30404_1,1.467803,110.321489,15

SHP_30404_1,1.470078,110.328278,16

SHP_30404_1,1.476083,110.330283,17

SHP_30404_1,1.482231,110.330986,18

SHP_30404_1,1.491278,110.330506,19

SHP_30404_1,1.494578,110.331142,20

SHP_30404_1,1.502,110.332792,21

SHP_30404_1,1.505953,110.333433,22

SHP_30404_1,1.507883,110.333664,23

SHP_30404_1,1.514878,110.333564,24

SHP_30404_1,1.521283,110.3352,25

SHP_30404_1,1.522656,110.338933,26

SHP_30404_1,1.5267416,110.341313,27

SHP_30404_1,1.5316402,110.3417589,28

SHP_30404_1,1.5343815,110.3412533,29

SHP_30404_1,1.540884,110.341255,30

SHP_30404_1,1.542892,110.341134,31

SHP_30404_1,1.549569,110.341292,32

SHP_30404_1,1.552194,110.341953,33

SHP_30404_1,1.557719,110.342517,34

SHP_30405_1,1.647958,110.481153,1

SHP_30405_1,1.667894,110.463711,2

SHP_30405_1,1.642314,110.455108,3

SHP_30405_1,1.624131,110.445586,4

SHP_30405_1,1.61665,110.444056,5

SHP_30405_1,1.609011,110.442603,6

SHP_30405_1,1.5984194,110.4415347,7

SHP_30405_1,1.5931195,110.4371204,8

SHP_30405_1,1.5913,110.434075,9

SHP_30405_1,1.587877,110.428158,10

SHP_30405_1,1.586666,110.425891,11

SHP_30405_1,1.597672,110.410814,12

SHP_30405_1,1.559233,110.401822,13

SHP_30405_1,1.562214,110.395803,14

SHP_30405_1,1.565897,110.388481,15

SHP_30405_1,1.564917,110.385822,16

SHP_30405_1,1.562008,110.385647,17

SHP_30405_1,1.560206,110.384911,18

SHP_30405_1,1.557117,110.383047,19

SHP_30405_1,1.554106,110.381253,20

SHP_30405_1,1.549517,110.379197,21

SHP_30405_1,1.548658,110.376061,22

SHP_30405_1,1.549706,110.374222,23

SHP_30405_1,1.549647,110.370869,24

SHP_30405_1,1.550033,110.367514,25

SHP_30405_1,1.552314,110.362097,26

SHP_30405_1,1.558186,110.351792,27

SHP_30405_1,1.558621,110.341297,28
