trip_id,arrival_time,departure_time,stop_id,stop_sequence,timepoint
206_1_WE_4,10:03:00,10:03:10,7069,31,0
206_1_WE_4,10:04:00,10:04:10,7070,32,0
206_1_WE_4,10:05:00,10:05:10,7071,33,0
206_1_WE_4,10:06:00,10:06:10,7072,34,0
206_1_WE_4,10:07:00,10:07:10,7073,35,0
206_1_WE_4,10:08:00,10:08:10,7074,36,0
206_1_WE_4,10:09:00,10:09:10,7075,37,0
206_1_WE_4,10:11:00,10:11:10,7082,38,0
206_1_WE_4,10:12:00,10:12:10,7076,39,0
206_1_WE_4,10:13:00,10:13:10,7077,40,0
206_1_WE_4,10:14:00,10:14:10,6994,41,0
206_1_WE_4,10:15:00,10:15:10,7079,42,0
206_1_WE_4,10:16:00,10:16:10,7080,43,0
206_1_WE_4,10:17:00,10:17:10,7081,44,0
206_1_WE_4,10:18:00,10:18:10,6689,45,0
206_1_WE_4,10:19:00,10:19:10,6571,46,0
206_1_WE_4,10:20:00,10:20:10,6691,47,0
206_1_WE_4,10:21:00,10:21:10,6973,48,0
206_1_WE_5,10:00:00,10:00:10,7032,1,0
206_1_WE_5,10:01:00,10:01:10,7041,2,0
206_1_WE_5,10:02:00,10:02:10,7042,3,0
206_1_WE_5,10:03:00,10:03:10,7043,4,0
206_1_WE_5,10:04:00,10:04:10,7044,5,0
206_1_WE_5,10:05:00,10:05:10,7045,6,0
206_1_WE_5,10:06:00,10:06:10,7046,7,0
206_1_WE_5,10:07:00,10:07:10,7047,8,0
206_1_WE_5,10:08:00,10:08:10,7048,9,0
206_1_WE_5,10:09:00,10:09:10,7049,10,0
206_1_WE_5,10:10:00,10:10:10,7050,11,0
206_1_WE_5,10:13:00,10:13:10,7051,12,0
206_1_WE_5,10:17:00,10:17:10,7052,13,0
206_1_WE_5,10:19:00,10:19:10,7053,14,0
206_1_WE_5,10:21:00,10:21:10,7054,15,0
206_1_WE_5,10:22:00,10:22:10,7055,16,0
206_1_WE_5,10:23:00,10:23:10,7056,17,0
206_1_WE_5,10:24:00,10:24:10,7057,18,0
206_1_WE_5,10:26:00,10:26:10,7058,19,0
206_1_WE_5,10:27:00,10:27:10,7059,20,0
206_1_WE_5,10:30:00,10:30:10,7060,21,0
206_1_WE_5,10:32:00,10:32:10,7061,22,0
206_1_WE_5,10:36:00,10:36:10,7062,23,0
206_1_WE_5,10:37:00,10:37:10,7063,24,0
206_1_WE_5,10:38:00,10:38:10,7064,25,0
206_1_WE_5,10:39:00,10:39:10,7065,26,0
206_1_WE_5,10:40:00,10:40:10,7066,27,0
206_1_WE_5,10:41:00,10:41:10,7067,28,0
206_1_WE_5,10:53:00,10:53:10,7068,29,0
206_1_WE_5,10:56:00,10:56:10,7002,30,0
206_1_WE_5,11:03:00,11:03:10,7069,31,0
206_1_WE_5,11:04:00,11:04:10,7070,32,0
206_1_WE_5,11:05:00,11:05:10,7071,33,0
206_1_WE_5,11:06:00,11:06:10,7072,34,0
206_1_WE_5,11:07:00,11:07:10,7073,35,0
206_1_WE_5,11:08:00,11:08:10,7074,36,0
206_1_WE_5,11:09:00,11:09:10,7075,37,0
206_1_WE_5,11:11:00,11:11:10,7082,38,0
206_1_WE_5,11:12:00,11:12:10,7076,39,0
206_1_WE_5,11:13:00,11:13:10,7077,40,0
206_1_WE_5,11:14:00,11:14:10,6994,41,0
206_1_WE_5,11:15:00,11:15:10,7079,42,0
206_1_WE_5,11:16:00,11:16:10,7080,43,0
206_1_WE_5,11:17:00,11:17:10,7081,44,0
206_1_WE_5,11:18:00,11:18:10,6689,45,0
206_1_WE_5,11:19:00,11:19:10,6571,46,0
206_1_WE_5,11:20:00,11:20:10,6691,47,0
206_1_WE_5,11:21:00,11:21:10,6973,48,0
206_1_WE_6,11:00:00,11:00:10,7032,1,0
206_1_WE_6,11:01:00,11:01:10,7041,2,0
206_1_WE_6,11:02:00,11:02:10,7042,3,0
206_1_WE_6,11:03:00,11:03:10,7043,4,0
206_1_WE_6,11:04:00,11:04:10,7044,5,0
206_1_WE_6,11:05:00,11:05:10,7045,6,0
206_1_WE_6,11:06:00,11:06:10,7046,7,0
206_1_WE_6,11:07:00,11:07:10,7047,8,0
206_1_WE_6,11:08:00,11:08:10,7048,9,0
206_1_WE_6,11:09:00,11:09:10,7049,10,0
206_1_WE_6,11:10:00,11:10:10,7050,11,0
206_1_WE_6,11:13:00,11:13:10,7051,12,0
206_1_WE_6,11:17:00,11:17:10,7052,13,0
206_1_WE_6,11:19:00,11:19:10,7053,14,0
206_1_WE_6,11:21:00,11:21:10,7054,15,0
206_1_WE_6,11:22:00,11:22:10,7055,16,0
206_1_WE_6,11:23:00,11:23:10,7056,17,0
206_1_WE_6,11:24:00,11:24:10,7057,18,0
206_1_WE_6,11:26:00,11:26:10,7058,19,0
206_1_WE_6,11:27:00,11:27:10,7059,20,0
206_1_WE_6,11:30:00,11:30:10,7060,21,0
206_1_WE_6,11:32:00,11:32:10,7061,22,0
206_1_WE_6,11:36:00,11:36:10,7062,23,0
206_1_WE_6,11:37:00,11:37:10,7063,24,0
206_1_WE_6,11:38:00,11:38:10,7064,25,0
206_1_WE_6,11:39:00,11:39:10,7065,26,0
206_1_WE_6,11:40:00,11:40:10,7066,27,0
206_1_WE_6,11:41:00,11:41:10,7067,28,0
206_1_WE_6,11:53:00,11:53:10,7068,29,0
206_1_WE_6,11:56:00,11:56:10,7002,30,0
206_1_WE_6,12:03:00,12:03:10,7069,31,0
206_1_WE_6,12:04:00,12:04:10,7070,32,0
206_1_WE_6,12:05:00,12:05:10,7071,33,0
206_1_WE_6,12:06:00,12:06:10,7072,34,0
206_1_WE_6,12:07:00,12:07:10,7073,35,0
206_1_WE_6,12:08:00,12:08:10,7074,36,0
206_1_WE_6,12:09:00,12:09:10,7075,37,0
206_1_WE_6,12:11:00,12:11:10,7082,38,0
206_1_WE_6,12:12:00,12:12:10,7076,39,0
206_1_WE_6,12:13:00,12:13:10,7077,40,0
206_1_WE_6,12:14:00,12:14:10,6994,41,0
206_1_WE_6,12:15:00,12:15:10,7079,42,0
206_1_WE_6,12:16:00,12:16:10,7080,43,0
206_1_WE_6,12:17:00,12:17:10,7081,44,0
206_1_WE_6,12:18:00,12:18:10,6689,45,0
206_1_WE_6,12:19:00,12:19:10,6571,46,0
206_1_WE_6,12:20:00,12:20:10,6691,47,0
206_1_WE_6,12:21:00,12:21:10,6973,48,0
206_1_WE_7,12:00:00,12:00:10,7032,1,0
206_1_WE_7,12:01:00,12:01:10,7041,2,0
206_1_WE_7,12:02:00,12:02:10,7042,3,0
206_1_WE_7,12:03:00,12:03:10,7043,4,0
206_1_WE_7,12:04:00,12:04:10,7044,5,0
206_1_WE_7,12:05:00,12:05:10,7045,6,0
206_1_WE_7,12:06:00,12:06:10,7046,7,0
206_1_WE_7,12:07:00,12:07:10,7047,8,0
206_1_WE_7,12:08:00,12:08:10,7048,9,0
206_1_WE_7,12:09:00,12:09:10,7049,10,0
206_1_WE_7,12:10:00,12:10:10,7050,11,0
206_1_WE_7,12:13:00,12:13:10,7051,12,0
206_1_WE_7,12:17:00,12:17:10,7052,13,0
206_1_WE_7,12:19:00,12:19:10,7053,14,0
206_1_WE_7,12:21:00,12:21:10,7054,15,0
206_1_WE_7,12:22:00,12:22:10,7055,16,0
206_1_WE_7,12:23:00,12:23:10,7056,17,0
206_1_WE_7,12:24:00,12:24:10,7057,18,0
206_1_WE_7,12:26:00,12:26:10,7058,19,0
206_1_WE_7,12:27:00,12:27:10,7059,20,0
206_1_WE_7,12:30:00,12:30:10,7060,21,0
206_1_WE_7,12:32:00,12:32:10,7061,22,0
206_1_WE_7,12:36:00,12:36:10,7062,23,0
206_1_WE_7,12:37:00,12:37:10,7063,24,0
206_1_WE_7,12:38:00,12:38:10,7064,25,0
206_1_WE_7,12:39:00,12:39:10,7065,26,0
206_1_WE_7,12:40:00,12:40:10,7066,27,0
206_1_WE_7,12:41:00,12:41:10,7067,28,0
206_1_WE_7,12:53:00,12:53:10,7068,29,0
206_1_WE_7,12:56:00,12:56:10,7002,30,0
206_1_WE_7,13:03:00,13:03:10,7069,31,0
206_1_WE_7,13:04:00,13:04:10,7070,32,0
206_1_WE_7,13:05:00,13:05:10,7071,33,0
206_1_WE_7,13:06:00,13:06:10,7072,34,0
206_1_WE_7,13:07:00,13:07:10,7073,35,0
206_1_WE_7,13:08:00,13:08:10,7074,36,0
206_1_WE_7,13:09:00,13:09:10,7075,37,0
206_1_WE_7,13:11:00,13:11:10,7082,38,0
206_1_WE_7,13:12:00,13:12:10,7076,39,0
206_1_WE_7,13:13:00,13:13:10,7077,40,0
206_1_WE_7,13:14:00,13:14:10,6994,41,0
206_1_WE_7,13:15:00,13:15:10,7079,42,0
206_1_WE_7,13:16:00,13:16:10,7080,43,0
206_1_WE_7,13:17:00,13:17:10,7081,44,0
206_1_WE_7,13:18:00,13:18:10,6689,45,0
206_1_WE_7,13:19:00,13:19:10,6571,46,0
206_1_WE_7,13:20:00,13:20:10,6691,47,0
206_1_WE_7,13:21:00,13:21:10,6973,48,0
206_1_WE_8,13:00:00,13:00:10,7032,1,0
206_1_WE_8,13:01:00,13:01:10,7041,2,0
206_1_WE_8,13:02:00,13:02:10,7042,3,0
206_1_WE_8,13:03:00,13:03:10,7043,4,0
206_1_WE_8,13:04:00,13:04:10,7044,5,0
206_1_WE_8,13:05:00,13:05:10,7045,6,0
206_1_WE_8,13:06:00,13:06:10,7046,7,0
206_1_WE_8,13:07:00,13:07:10,7047,8,0
206_1_WE_8,13:08:00,13:08:10,7048,9,0
206_1_WE_8,13:09:00,13:09:10,7049,10,0
206_1_WE_8,13:10:00,13:10:10,7050,11,0
206_1_WE_8,13:13:00,13:13:10,7051,12,0
206_1_WE_8,13:17:00,13:17:10,7052,13,0
206_1_WE_8,13:19:00,13:19:10,7053,14,0
206_1_WE_8,13:21:00,13:21:10,7054,15,0
206_1_WE_8,13:22:00,13:22:10,7055,16,0
206_1_WE_8,13:23:00,13:23:10,7056,17,0
206_1_WE_8,13:24:00,13:24:10,7057,18,0
206_1_WE_8,13:26:00,13:26:10,7058,19,0
206_1_WE_8,13:27:00,13:27:10,7059,20,0
206_1_WE_8,13:30:00,13:30:10,7060,21,0
206_1_WE_8,13:32:00,13:32:10,7061,22,0
206_1_WE_8,13:36:00,13:36:10,7062,23,0
206_1_WE_8,13:37:00,13:37:10,7063,24,0
206_1_WE_8,13:38:00,13:38:10,7064,25,0
206_1_WE_8,13:39:00,13:39:10,7065,26,0
206_1_WE_8,13:40:00,13:40:10,7066,27,0
206_1_WE_8,13:41:00,13:41:10,7067,28,0
206_1_WE_8,13:53:00,13:53:10,7068,29,0
206_1_WE_8,13:56:00,13:56:10,7002,30,0
206_1_WE_8,14:03:00,14:03:10,7069,31,0
206_1_WE_8,14:04:00,14:04:10,7070,32,0
206_1_WE_8,14:05:00,14:05:10,7071,33,0
206_1_WE_8,14:06:00,14:06:10,7072,34,0
206_1_WE_8,14:07:00,14:07:10,7073,35,0
206_1_WE_8,14:08:00,14:08:10,7074,36,0
206_1_WE_8,14:09:00,14:09:10,7075,37,0
206_1_WE_8,14:11:00,14:11:10,7082,38,0
206_1_WE_8,14:12:00,14:12:10,7076,39,0
206_1_WE_8,14:13:00,14:13:10,7077,40,0
206_1_WE_8,14:14:00,14:14:10,6994,41,0
206_1_WE_8,14:15:00,14:15:10,7079,42,0
206_1_WE_8,14:16:00,14:16:10,7080,43,0
206_1_WE_8,14:17:00,14:17:10,7081,44,0
206_1_WE_8,14:18:00,14:18:10,6689,45,0
206_1_WE_8,14:19:00,14:19:10,6571,46,0
206_1_WE_8,14:20:00,14:20:10,6691,47,0
206_1_WE_8,14:21:00,14:21:10,6973,48,0
206_1_WE_9,14:00:00,14:00:10,7032,1,0
206_1_WE_9,14:01:00,14:01:10,7041,2,0
206_1_WE_9,14:02:00,14:02:10,7042,3,0
206_1_WE_9,14:03:00,14:03:10,7043,4,0
206_1_WE_9,14:04:00,14:04:10,7044,5,0
206_1_WE_9,14:05:00,14:05:10,7045,6,0
206_1_WE_9,14:06:00,14:06:10,7046,7,0
206_1_WE_9,14:07:00,14:07:10,7047,8,0
206_1_WE_9,14:08:00,14:08:10,7048,9,0
206_1_WE_9,14:09:00,14:09:10,7049,10,0
206_1_WE_9,14:10:00,14:10:10,7050,11,0
206_1_WE_9,14:13:00,14:13:10,7051,12,0
206_1_WE_9,14:17:00,14:17:10,7052,13,0
206_1_WE_9,14:19:00,14:19:10,7053,14,0
206_1_WE_9,14:21:00,14:21:10,7054,15,0
206_1_WE_9,14:22:00,14:22:10,7055,16,0
206_1_WE_9,14:23:00,14:23:10,7056,17,0
206_1_WE_9,14:24:00,14:24:10,7057,18,0
206_1_WE_9,14:26:00,14:26:10,7058,19,0
206_1_WE_9,14:27:00,14:27:10,7059,20,0
206_1_WE_9,14:30:00,14:30:10,7060,21,0
206_1_WE_9,14:32:00,14:32:10,7061,22,0
206_1_WE_9,14:36:00,14:36:10,7062,23,0
206_1_WE_9,14:37:00,14:37:10,7063,24,0
206_1_WE_9,14:38:00,14:38:10,7064,25,0
206_1_WE_9,14:39:00,14:39:10,7065,26,0
206_1_WE_9,14:40:00,14:40:10,7066,27,0
206_1_WE_9,14:41:00,14:41:10,7067,28,0
206_1_WE_9,14:53:00,14:53:10,7068,29,0
206_1_WE_9,14:56:00,14:56:10,7002,30,0
206_1_WE_9,15:03:00,15:03:10,7069,31,0
206_1_WE_9,15:04:00,15:04:10,7070,32,0
206_1_WE_9,15:05:00,15:05:10,7071,33,0
206_1_WE_9,15:06:00,15:06:10,7072,34,0
206_1_WE_9,15:07:00,15:07:10,7073,35,0
206_1_WE_9,15:08:00,15:08:10,7074,36,0
206_1_WE_9,15:09:00,15:09:10,7075,37,0
206_1_WE_9,15:11:00,15:11:10,7082,38,0
206_1_WE_9,15:12:00,15:12:10,7076,39,0
206_1_WE_9,15:13:00,15:13:10,7077,40,0
206_1_WE_9,15:14:00,15:14:10,6994,41,0
206_1_WE_9,15:15:00,15:15:10,7079,42,0
206_1_WE_9,15:16:00,15:16:10,7080,43,0
206_1_WE_9,15:17:00,15:17:10,7081,44,0
206_1_WE_9,15:18:00,15:18:10,6689,45,0
206_1_WE_9,15:19:00,15:19:10,6571,46,0
206_1_WE_9,15:20:00,15:20:10,6691,47,0
206_1_WE_9,15:21:00,15:21:10,6973,48,0
206_1_WE_10,15:00:00,15:00:10,7032,1,0
206_1_WE_10,15:01:00,15:01:10,7041,2,0
206_1_WE_10,15:02:00,15:02:10,7042,3,0
206_1_WE_10,15:03:00,15:03:10,7043,4,0
206_1_WE_10,15:04:00,15:04:10,7044,5,0
206_1_WE_10,15:05:00,15:05:10,7045,6,0
206_1_WE_10,15:06:00,15:06:10,7046,7,0
206_1_WE_10,15:07:00,15:07:10,7047,8,0
206_1_WE_10,15:08:00,15:08:10,7048,9,0
206_1_WE_10,15:09:00,15:09:10,7049,10,0
206_1_WE_10,15:10:00,15:10:10,7050,11,0
206_1_WE_10,15:13:00,15:13:10,7051,12,0
206_1_WE_10,15:17:00,15:17:10,7052,13,0
206_1_WE_10,15:19:00,15:19:10,7053,14,0
206_1_WE_10,15:21:00,15:21:10,7054,15,0
206_1_WE_10,15:22:00,15:22:10,7055,16,0
206_1_WE_10,15:23:00,15:23:10,7056,17,0
206_1_WE_10,15:24:00,15:24:10,7057,18,0
206_1_WE_10,15:26:00,15:26:10,7058,19,0
206_1_WE_10,15:27:00,15:27:10,7059,20,0
206_1_WE_10,15:30:00,15:30:10,7060,21,0
206_1_WE_10,15:32:00,15:32:10,7061,22,0
206_1_WE_10,15:36:00,15:36:10,7062,23,0
206_1_WE_10,15:37:00,15:37:10,7063,24,0
206_1_WE_10,15:38:00,15:38:10,7064,25,0
206_1_WE_10,15:39:00,15:39:10,7065,26,0
206_1_WE_10,15:40:00,15:40:10,7066,27,0
206_1_WE_10,15:41:00,15:41:10,7067,28,0
206_1_WE_10,15:53:00,15:53:10,7068,29,0
206_1_WE_10,15:56:00,15:56:10,7002,30,0
206_1_WE_10,16:03:00,16:03:10,7069,31,0
206_1_WE_10,16:04:00,16:04:10,7070,32,0
206_1_WE_10,16:05:00,16:05:10,7071,33,0
206_1_WE_10,16:06:00,16:06:10,7072,34,0
206_1_WE_10,16:07:00,16:07:10,7073,35,0
206_1_WE_10,16:08:00,16:08:10,7074,36,0
206_1_WE_10,16:09:00,16:09:10,7075,37,0
206_1_WE_10,16:11:00,16:11:10,7082,38,0
206_1_WE_10,16:12:00,16:12:10,7076,39,0
206_1_WE_10,16:13:00,16:13:10,7077,40,0
206_1_WE_10,16:14:00,16:14:10,6994,41,0
206_1_WE_10,16:15:00,16:15:10,7079,42,0
206_1_WE_10,16:16:00,16:16:10,7080,43,0
206_1_WE_10,16:17:00,16:17:10,7081,44,0
206_1_WE_10,16:18:00,16:18:10,6689,45,0
206_1_WE_10,16:19:00,16:19:10,6571,46,0
206_1_WE_10,16:20:00,16:20:10,6691,47,0
206_1_WE_10,16:21:00,16:21:10,6973,48,0
206_1_WE_11,16:00:00,16:00:10,7032,1,0
206_1_WE_11,16:01:00,16:01:10,7041,2,0
206_1_WE_11,16:02:00,16:02:10,7042,3,0
206_1_WE_11,16:03:00,16:03:10,7043,4,0
206_1_WE_11,16:04:00,16:04:10,7044,5,0
206_1_WE_11,16:05:00,16:05:10,7045,6,0
206_1_WE_11,16:06:00,16:06:10,7046,7,0
206_1_WE_11,16:07:00,16:07:10,7047,8,0
206_1_WE_11,16:08:00,16:08:10,7048,9,0
206_1_WE_11,16:09:00,16:09:10,7049,10,0
206_1_WE_11,16:10:00,16:10:10,7050,11,0
206_1_WE_11,16:13:00,16:13:10,7051,12,0
206_1_WE_11,16:17:00,16:17:10,7052,13,0
206_1_WE_11,16:19:00,16:19:10,7053,14,0
206_1_WE_11,16:21:00,16:21:10,7054,15,0
206_1_WE_11,16:22:00,16:22:10,7055,16,0
206_1_WE_11,16:23:00,16:23:10,7056,17,0
206_1_WE_11,16:24:00,16:24:10,7057,18,0
206_1_WE_11,16:26:00,16:26:10,7058,19,0
206_1_WE_11,16:27:00,16:27:10,7059,20,0
206_1_WE_11,16:30:00,16:30:10,7060,21,0
206_1_WE_11,16:32:00,16:32:10,7061,22,0
206_1_WE_11,16:36:00,16:36:10,7062,23,0
206_1_WE_11,16:37:00,16:37:10,7063,24,0
206_1_WE_11,16:38:00,16:38:10,7064,25,0
206_1_WE_11,16:39:00,16:39:10,7065,26,0
206_1_WE_11,16:40:00,16:40:10,7066,27,0
206_1_WE_11,16:41:00,16:41:10,7067,28,0
206_1_WE_11,16:53:00,16:53:10,7068,29,0
206_1_WE_11,16:56:00,16:56:10,7002,30,0
206_1_WE_11,17:03:00,17:03:10,7069,31,0
206_1_WE_11,17:04:00,17:04:10,7070,32,0
206_1_WE_11,17:05:00,17:05:10,7071,33,0
206_1_WE_11,17:06:00,17:06:10,7072,34,0
206_1_WE_11,17:07:00,17:07:10,7073,35,0
206_1_WE_11,17:08:00,17:08:10,7074,36,0
206_1_WE_11,17:09:00,17:09:10,7075,37,0
206_1_WE_11,17:11:00,17:11:10,7082,38,0
206_1_WE_11,17:12:00,17:12:10,7076,39,0
206_1_WE_11,17:13:00,17:13:10,7077,40,0
206_1_WE_11,17:14:00,17:14:10,6994,41,0
206_1_WE_11,17:15:00,17:15:10,7079,42,0
206_1_WE_11,17:16:00,17:16:10,7080,43,0
206_1_WE_11,17:17:00,17:17:10,7081,44,0
206_1_WE_11,17:18:00,17:18:10,6689,45,0
206_1_WE_11,17:19:00,17:19:10,6571,46,0
206_1_WE_11,17:20:00,17:20:10,6691,47,0
206_1_WE_11,17:21:00,17:21:10,6973,48,0
206_1_WE_12,17:00:00,17:00:10,7032,1,0
206_1_WE_12,17:01:00,17:01:10,7041,2,0
206_1_WE_12,17:02:00,17:02:10,7042,3,0
206_1_WE_12,17:03:00,17:03:10,7043,4,0
206_1_WE_12,17:04:00,17:04:10,7044,5,0
206_1_WE_12,17:05:00,17:05:10,7045,6,0
206_1_WE_12,17:06:00,17:06:10,7046,7,0
206_1_WE_12,17:07:00,17:07:10,7047,8,0
206_1_WE_12,17:08:00,17:08:10,7048,9,0
206_1_WE_12,17:09:00,17:09:10,7049,10,0
206_1_WE_12,17:10:00,17:10:10,7050,11,0
206_1_WE_12,17:13:00,17:13:10,7051,12,0
206_1_WE_12,17:17:00,17:17:10,7052,13,0
206_1_WE_12,17:19:00,17:19:10,7053,14,0
206_1_WE_12,17:21:00,17:21:10,7054,15,0
206_1_WE_12,17:22:00,17:22:10,7055,16,0
206_1_WE_12,17:23:00,17:23:10,7056,17,0
206_1_WE_12,17:24:00,17:24:10,7057,18,0
206_1_WE_12,17:26:00,17:26:10,7058,19,0
206_1_WE_12,17:27:00,17:27:10,7059,20,0
206_1_WE_12,17:30:00,17:30:10,7060,21,0
206_1_WE_12,17:32:00,17:32:10,7061,22,0
206_1_WE_12,17:36:00,17:36:10,7062,23,0
206_1_WE_12,17:37:00,17:37:10,7063,24,0
206_1_WE_12,17:38:00,17:38:10,7064,25,0
206_1_WE_12,17:39:00,17:39:10,7065,26,0
206_1_WE_12,17:40:00,17:40:10,7066,27,0
206_1_WE_12,17:41:00,17:41:10,7067,28,0
206_1_WE_12,17:53:00,17:53:10,7068,29,0
206_1_WE_12,17:56:00,17:56:10,7002,30,0
206_1_WE_12,18:03:00,18:03:10,7069,31,0
206_1_WE_12,18:04:00,18:04:10,7070,32,0
206_1_WE_12,18:05:00,18:05:10,7071,33,0
206_1_WE_12,18:06:00,18:06:10,7072,34,0
206_1_WE_12,18:07:00,18:07:10,7073,35,0
206_1_WE_12,18:08:00,18:08:10,7074,36,0
206_1_WE_12,18:09:00,18:09:10,7075,37,0
206_1_WE_12,18:11:00,18:11:10,7082,38,0
206_1_WE_12,18:12:00,18:12:10,7076,39,0
206_1_WE_12,18:13:00,18:13:10,7077,40,0
206_1_WE_12,18:14:00,18:14:10,6994,41,0
206_1_WE_12,18:15:00,18:15:10,7079,42,0
206_1_WE_12,18:16:00,18:16:10,7080,43,0
206_1_WE_12,18:17:00,18:17:10,7081,44,0
206_1_WE_12,18:18:00,18:18:10,6689,45,0
206_1_WE_12,18:19:00,18:19:10,6571,46,0
206_1_WE_12,18:20:00,18:20:10,6691,47,0
206_1_WE_12,18:21:00,18:21:10,6973,48,0
206_1_WE_13,18:00:00,18:00:10,7032,1,0
206_1_WE_13,18:01:00,18:01:10,7041,2,0
206_1_WE_13,18:02:00,18:02:10,7042,3,0
206_1_WE_13,18:03:00,18:03:10,7043,4,0
206_1_WE_13,18:04:00,18:04:10,7044,5,0
206_1_WE_13,18:05:00,18:05:10,7045,6,0
206_1_WE_13,18:06:00,18:06:10,7046,7,0
206_1_WE_13,18:07:00,18:07:10,7047,8,0
206_1_WE_13,18:08:00,18:08:10,7048,9,0
206_1_WE_13,18:09:00,18:09:10,7049,10,0
206_1_WE_13,18:10:00,18:10:10,7050,11,0
206_1_WE_13,18:13:00,18:13:10,7051,12,0
206_1_WE_13,18:17:00,18:17:10,7052,13,0
206_1_WE_13,18:19:00,18:19:10,7053,14,0
206_1_WE_13,18:21:00,18:21:10,7054,15,0
206_1_WE_13,18:22:00,18:22:10,7055,16,0
206_1_WE_13,18:23:00,18:23:10,7056,17,0
206_1_WE_13,18:24:00,18:24:10,7057,18,0
206_1_WE_13,18:26:00,18:26:10,7058,19,0
206_1_WE_13,18:27:00,18:27:10,7059,20,0
206_1_WE_13,18:30:00,18:30:10,7060,21,0
206_1_WE_13,18:32:00,18:32:10,7061,22,0
206_1_WE_13,18:36:00,18:36:10,7062,23,0
206_1_WE_13,18:37:00,18:37:10,7063,24,0
206_1_WE_13,18:38:00,18:38:10,7064,25,0
206_1_WE_13,18:39:00,18:39:10,7065,26,0
206_1_WE_13,18:40:00,18:40:10,7066,27,0
206_1_WE_13,18:41:00,18:41:10,7067,28,0
206_1_WE_13,18:53:00,18:53:10,7068,29,0
206_1_WE_13,18:56:00,18:56:10,7002,30,0
206_1_WE_13,19:03:00,19:03:10,7069,31,0
206_1_WE_13,19:04:00,19:04:10,7070,32,0
206_1_WE_13,19:05:00,19:05:10,7071,33,0
206_1_WE_13,19:06:00,19:06:10,7072,34,0
206_1_WE_13,19:07:00,19:07:10,7073,35,0
206_1_WE_13,19:08:00,19:08:10,7074,36,0
206_1_WE_13,19:09:00,19:09:10,7075,37,0
206_1_WE_13,19:11:00,19:11:10,7082,38,0
206_1_WE_13,19:12:00,19:12:10,7076,39,0
206_1_WE_13,19:13:00,19:13:10,7077,40,0
206_1_WE_13,19:14:00,19:14:10,6994,41,0
206_1_WE_13,19:15:00,19:15:10,7079,42,0
206_1_WE_13,19:16:00,19:16:10,7080,43,0
206_1_WE_13,19:17:00,19:17:10,7081,44,0
206_1_WE_13,19:18:00,19:18:10,6689,45,0
206_1_WE_13,19:19:00,19:19:10,6571,46,0
206_1_WE_13,19:20:00,19:20:10,6691,47,0
206_1_WE_13,19:21:00,19:21:10,6973,48,0
206_1_WE_14,19:00:00,19:00:10,7032,1,0
206_1_WE_14,19:01:00,19:01:10,7041,2,0
206_1_WE_14,19:02:00,19:02:10,7042,3,0
206_1_WE_14,19:03:00,19:03:10,7043,4,0
206_1_WE_14,19:04:00,19:04:10,7044,5,0
206_1_WE_14,19:05:00,19:05:10,7045,6,0
206_1_WE_14,19:06:00,19:06:10,7046,7,0
206_1_WE_14,19:07:00,19:07:10,7047,8,0
206_1_WE_14,19:08:00,19:08:10,7048,9,0
206_1_WE_14,19:09:00,19:09:10,7049,10,0
206_1_WE_14,19:10:00,19:10:10,7050,11,0
206_1_WE_14,19:13:00,19:13:10,7051,12,0
206_1_WE_14,19:17:00,19:17:10,7052,13,0
206_1_WE_14,19:19:00,19:19:10,7053,14,0
206_1_WE_14,19:21:00,19:21:10,7054,15,0
206_1_WE_14,19:22:00,19:22:10,7055,16,0
206_1_WE_14,19:23:00,19:23:10,7056,17,0
206_1_WE_14,19:24:00,19:24:10,7057,18,0
206_1_WE_14,19:26:00,19:26:10,7058,19,0
206_1_WE_14,19:27:00,19:27:10,7059,20,0
206_1_WE_14,19:30:00,19:30:10,7060,21,0
206_1_WE_14,19:32:00,19:32:10,7061,22,0
206_1_WE_14,19:36:00,19:36:10,7062,23,0
206_1_WE_14,19:37:00,19:37:10,7063,24,0
206_1_WE_14,19:38:00,19:38:10,7064,25,0
206_1_WE_14,19:39:00,19:39:10,7065,26,0
206_1_WE_14,19:40:00,19:40:10,7066,27,0
206_1_WE_14,19:41:00,19:41:10,7067,28,0
206_1_WE_14,19:53:00,19:53:10,7068,29,0
206_1_WE_14,19:56:00,19:56:10,7002,30,0
206_1_WE_14,20:03:00,20:03:10,7069,31,0
206_1_WE_14,20:04:00,20:04:10,7070,32,0
206_1_WE_14,20:05:00,20:05:10,7071,33,0
206_1_WE_14,20:06:00,20:06:10,7072,34,0
206_1_WE_14,20:07:00,20:07:10,7073,35,0
206_1_WE_14,20:08:00,20:08:10,7074,36,0
206_1_WE_14,20:09:00,20:09:10,7075,37,0
206_1_WE_14,20:11:00,20:11:10,7082,38,0
206_1_WE_14,20:12:00,20:12:10,7076,39,0
206_1_WE_14,20:13:00,20:13:10,7077,40,0
206_1_WE_14,20:14:00,20:14:10,6994,41,0
206_1_WE_14,20:15:00,20:15:10,7079,42,0
206_1_WE_14,20:16:00,20:16:10,7080,43,0
206_1_WE_14,20:17:00,20:17:10,7081,44,0
206_1_WE_14,20:18:00,20:18:10,6689,45,0
206_1_WE_14,20:19:00,20:19:10,6571,46,0
206_1_WE_14,20:20:00,20:20:10,6691,47,0
206_1_WE_14,20:21:00,20:21:10,6973,48,0
